"Activity Date","Name","Address","City","Description"
01/26/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/26/2021,"NEW HARVEST CHURCH/ CHRISTIAN SCHOOL","11364 IMPERIAL HWY ","NORWALK","PUBLIC / PRIVATE SCHOOLS"
01/26/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/26/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/26/2021,"SONOCO","166 N BALDWIN PARK BLVD ","CITY OF INDUSTRY","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
01/25/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/25/2021,"DA SOM","228 S OXFORD AVE","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
01/24/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/24/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/24/2021,"ALOISIO SILVA BRAZILLIAN JU JITSU","25927 S WESTERN AVE ","LOMITA","GYMS AND FITNESS CENTERS (NO POOL)"
01/24/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/23/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/23/2021,"SELF MADE TRAINING FACILITY","1705 W GARVEY AVE ","WEST COVINA","GYMS AND FITNESS CENTERS (NO POOL)"
01/23/2021,"CLAREMONT BRAZILIAN JUI JITSU","1420 N CLAREMONT BLVD E 200 ","CLAREMONT","GYMS AND FITNESS CENTERS (NO POOL)"
01/23/2021,"SAL'S FAMILY BARBER SHOP","5427 NORWALK BLVD STE A ","WHITTIER","HAIR SALONS/ BARBERSHOPS"
01/23/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/23/2021,"USA TAEKWONDO","11025 LOWER AZUSA RD ","EL MONTE","GYMS AND FITNESS CENTERS (NO POOL)"
01/23/2021,"LIZBETH BEAUTY SALON","6048 FLORENCE AVE ","BELL GARDENS","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/23/2021,"EAGLE NAILS","529 E LIVE OAK ","ARCADIA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/23/2021,"GANAS AUTO DEALERSHIP","11705 VALLEY BLVD ","EL MONTE","RETAIL SALES"
01/23/2021,"EL FARO PLAZA","4433 S ALAMEDA ST ","LOS ANGELES","SHOPPING MALLS"
01/23/2021,"MACHIDA KARATE","24333 NARBONNE AVE ","LOMITA","GYMS AND FITNESS CENTERS (NO POOL)"
01/23/2021,"PARADISO CROSSFIT","5424 SEPULVEDA BLVD ","CULVER CITY","GYMS AND FITNESS CENTERS (NO POOL)"
01/23/2021,"MALIBU WINE AND BEER GARDENS","23130 SHERMAN WAY WAY ","WEST HILLS","BREWERIES/ WINERIES/ TASTING ROOMS (NO PHP)"
01/23/2021,"THE LOUNGE BARBERSHOP","1101 S LA BREA AVE ","INGLEWOOD","HAIR SALONS/ BARBERSHOPS"
01/23/2021,"PRESS BOX BARBER SHOP SOUTH BAY","4327 REDONDO BEACH BLVD ","LAWNDALE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/23/2021,"PARADISO CROSSFIT","711 HAMPTON DRIVE ","VENICE","GYMS AND FITNESS CENTERS (NO POOL)"
01/23/2021,"THE BARBER SHOP WHITTIER","14029 LAMBERT RD ","WHITTIER","HAIR SALONS/ BARBERSHOPS"
01/23/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/23/2021,"CHURCH HILL BOXING CLUB","1630 21ST. ST ","SANTA MONICA","GYMS AND FITNESS CENTERS (NO POOL)"
01/23/2021,"THE GALLERY RESTAURANT","30768 RUSSELL RANCH RD # C","WESTLAKE VILLAGE","RESTAURANT (61-150) SEATS HIGH RISK"
01/23/2021,"FIT NATION GYM","12000 FIRESTONE BLVD ","NORWALK","GYMS AND FITNESS CENTERS (NO POOL)"
01/22/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/22/2021,"HI BROW                       ","547 E FOOTHILL BLVD ","POMONA","RESTAURANT (31-60) SEATS HIGH RISK"
01/22/2021,"ROCKEFELLER REDONDO BEACH","1707 S CATALINA","REDONDO BEACH","RESTAURANT (61-150) SEATS HIGH RISK"
01/22/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/22/2021,"SN BARBERSHOP","4705 N PECK RD ","EL MONTE","HAIR SALONS/ BARBERSHOPS"
01/22/2021,"ANYTIME FITNESS","2217 HUNTINGTON DR ","DUARTE","GYMS AND FITNESS CENTERS (NO POOL)"
01/22/2021,"LOCALE 90","1718 S CATALINA AVE","REDONDO BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/22/2021,"COAST FITNESS - SOUTH BAY","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
01/22/2021,"SIGNATURE NAILS AND SPA","25968 THE OLD ROAD ","STEVENSON RANCH","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/22/2021,"POWERHOUSE GYM","22715 HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
01/22/2021,"SHIFT SOUTH BAY","22216 PALOS VERDES BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
01/22/2021,"CASEY'S BARBERSHOP","107 N MYRTLE AVE ","MONROVIA","HAIR SALONS/ BARBERSHOPS"
01/22/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/22/2021,"LA NAILS","17147 S BELLFLOWER BLVD ","BELLFLOWER","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/22/2021,"TRENDSETTERS BARBERSHOP","1261 N LA BREA AVE ","WEST HOLLYWOOD","HAIR SALONS/ BARBERSHOPS"
01/21/2021,"M&B NAILS","2180 WESTWOOD BLVD 1N ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/21/2021,"EXPERT NAILS AND SPA","815 WHITTIER BLVD ","MONTEBELLO","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/21/2021,"SPORT CLUB A V","1020 COMMERCE CENTER DR ","LANCASTER","PUBLIC SWIMMING POOL HIGH RISK ADDITIONAL"
01/21/2021,"CRUNCH FITNESS","2210 E PALMDALE BLVD ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
01/21/2021,"SUGARINGLA","1304 MONTANA AVE ","SANTA MONICA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/21/2021,"THE BEST NAILS AND SPA","18906 ROSCOE BLVD ","NORTHRIDGE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/21/2021,"LOTUS THAI MASSAGE","233 N WESTERN AVE ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/21/2021,"ALOHA STACKS","11461 SOUTH ST UNIT B","CERRITOS","RESTAURANT (31-60) SEATS HIGH RISK"
01/21/2021,"JERUSALEM BEAUTY SALON","1614 W 6TH ST ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
01/21/2021,"ZHAIR","140 N BRAND BLVD ","GLENDALE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/21/2021,"YOU DOLL YOU LLC","275 S ROBERTSON BLVD ","BEVERLY HILLS","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/21/2021,"BUENA MESA RESTAURANT","5861 FIRESTONE BLVD","SOUTH GATE","RESTAURANT (31-60) SEATS HIGH RISK"
01/21/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/21/2021,"BULLDOG GYM","757 E ARROW HWY ","GLENDORA","GYMS AND FITNESS CENTERS (NO POOL)"
01/21/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/21/2021,"TRINITY CLASSICAL ACADEMY","28310 KELLY JOHNSON PKWY ","VALENCIA","PUBLIC / PRIVATE SCHOOLS"
01/21/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/21/2021,"HARDCORE FITNESS","20715 CENTRE POINTE PKWY, UNITB ","SANTA CLARITA","GYMS AND FITNESS CENTERS (NO POOL)"
01/21/2021,"COCO NAIL & SPA","1256 ARTESIA BLVD ","HERMOSA BEACH","HAIR SALONS/ BARBERSHOPS"
01/21/2021,"HEAT AND HALO","2010 W J8 AVE STE 111 ","LANCASTER","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/21/2021,"FITNESS 19","1310 W ROSECRANS AVENUE ","GARDENA","GYMS AND FITNESS CENTERS (NO POOL)"
01/21/2021,"CASA GAMINO                   ","8330 ALONDRA BLVD ","PARAMOUNT","RESTAURANT (151 + ) SEATS HIGH RISK"
01/20/2021,"CARRERA CAFE","8251 MELROSE AVE","LOS ANGELES","RESTAURANT (0-30) SEATS MODERATE RISK"
01/20/2021,"JACMAR FOODSERVICE DISTRIBUTION","300 N BALDWIN PARK BLVD","INDUSTRY","FOOD WAREHOUSE (5,000 + ) SQ. FT."
01/20/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/20/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/20/2021,"TA NAILS AND SPA","11268 FIRESTONE CP ","NORWALK","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/20/2021,"ST. JOHN BOSCO","13640 BELLFLOWER BLVD ","BELLFLOWER","YOUTH SPORTS AND ADULT RECREATIONAL SPORTS"
01/20/2021,"LORDSBURG TAPHOUSE & GRILL","2335 D ST ","LA VERNE","RESTAURANT (61-150) SEATS HIGH RISK"
01/20/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/20/2021,"MADHOUSE GAINS ASYLUM","4901 PATATA ST SUITE #108 ","CUDAHY","GYMS AND FITNESS CENTERS (NO POOL)"
01/20/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/20/2021,"LASHES DE ANNA STUDIO","2113 N GLENOAKS BLVD ","BURBANK","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/20/2021,"PAPILLON INTERNATIONAL BAKERY","1817 W GLENOAKS BLVD","GLENDALE","RESTAURANT (0-30) SEATS MODERATE RISK"
01/19/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/19/2021,"NO LIMIT TRAINING FACILITY ","5440 VINELAND AVE ","NORTH HOLLYWOOD ","GYMS AND FITNESS CENTERS (NO POOL)"
01/19/2021,"WORLD GYM","6656 FOOTHILL BLVD ","TUJUNGA","GYMS AND FITNESS CENTERS (NO POOL)"
01/19/2021,"ALUMNI BARBER SHOP","9451 FIRESTONE BLVD ","DOWNEY","HAIR SALONS/ BARBERSHOPS"
01/19/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/19/2021,"ENRICH FIT GYM , PMA","2422 W VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
01/19/2021,"ALEXANDER'S BY KRISSY","5502 SAWTELLE BLVD ","CULVER CITY","HAIR SALONS/ BARBERSHOPS"
01/19/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/19/2021,"PALM BEACH TAN","8636 WILSHIRE BLVD. ","BEVERLY HILLS","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/19/2021,"JK NAILS","9042 SEPULVEDA BLVD ","NORTH HILLS","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/19/2021,"ACAI JUNGLE BOWLS","326 N VICTORY BLVD","BURBANK","RESTAURANT (0-30) SEATS MODERATE RISK"
01/19/2021,"ATHLETIC SOCIETY - WEST VALLEY","22235 SHERMAN WAY ","CANOGA PARK","GYMS AND FITNESS CENTERS (NO POOL)"
01/18/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/17/2021,"KAYA THREADING SALON","8818 PICO RIVERA BLVD ","WHITTIER","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/17/2021,"BARBERS OF NORWALK","11562 ROSECRANS AVE ","NORWALK","HAIR SALONS/ BARBERSHOPS"
01/17/2021,"CRUNCH FITNESS","2210 E PALMDALE BLVD ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
01/17/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/17/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/17/2021,"BLAZE PIZZA #112","11269 183RD ST","CERRITOS","RESTAURANT (61-150) SEATS HIGH RISK"
01/17/2021,"CVS/PHARMACY #9123            ","3800 MLK JR BLVD ","LYNWOOD","FOOD MKT RETAIL (2,000+ SF) LOW RISK"
01/17/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/16/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/16/2021,"SILVIOS BRAZILIAN BBQ BAR   ","20 PIER AVE ","HERMOSA BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/16/2021,"SWAPMEET PRICE","4040 W WASHINGTON BLVD ","LOS ANGELES","SHOPPING MALLS"
01/16/2021,"PROJECT N1 AIRSOFT FIELD","12440 EXLINE ST ","EL MONTE","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
01/16/2021,"TOWER 12","53 PIER AVE","HERMOSA BEACH","RESTAURANT (61-150) SEATS HIGH RISK"
01/16/2021,"THE MASSAGE PLACE","16350 VENTURA BLVD STE # E ","ENCINO","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/16/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/16/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/16/2021,"LA EYEBROW","14519 RAMONA BLVD F5 ","BALDWIN PARK","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/16/2021,"LONDON GASTROPUB            ","419 S MYRTLE AVE ","MONROVIA","RESTAURANT (31-60) SEATS HIGH RISK"
01/16/2021,"SHARKEEZ","52 PIER AVE ","HERMOSA BEACH","RESTAURANT (151 + ) SEATS HIGH RISK"
01/16/2021,"HAPPY NAILS AND HAIR","14519 RAMONA BLVD F3 ","BALDWIN PARK","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/16/2021,"CRUNCH FITNESS - CHATSWORTH","20914 NORDOFF ST ","CHATSWORTH","GYMS AND FITNESS CENTERS (NO POOL)"
01/16/2021,"GREENBELT","36 PIER AVE","HERMOSA BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/16/2021,"TOP SERVICE NAILS AND LASHES","1453 AZUSA AVE F2 ","COVINA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/16/2021,"LASHES BY JENNIFER","966 S WESTERN AVE 208 ","LOS ANGELES","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/16/2021,"BURLO GYMNASTICS","19801 NORDHOFF PL UNIT 106 ","CHATSWORTH","GYMS AND FITNESS CENTERS (NO POOL)"
01/16/2021,"PALMILLA","39 PIER AVE ","HERMOSA BEACH","RESTAURANT (61-150) SEATS HIGH RISK"
01/16/2021,"LONDON BARBER","17338 VENTURA BLVD ","ENCINO","HAIR SALONS/ BARBERSHOPS"
01/16/2021,"EL FARO PLAZA","4433 S ALAMEDA ST ","LOS ANGELES","SHOPPING MALLS"
01/16/2021,"FITNESS 19 - GARDENA","1310 ROSECRANS AVE ","GARDENA","GYMS AND FITNESS CENTERS (NO POOL)"
01/16/2021,"DOUBLE OPS FUNCTIONAL TRAINING","1317 7TH STS ","SANTA MONICA","GYMS AND FITNESS CENTERS (NO POOL)"
01/16/2021,"PLAYA HERMOSA FISH & OYSTER CO","19 PIER AVE","HERMOSA BEACH","RESTAURANT (61-150) SEATS HIGH RISK"
01/16/2021,"THE ODD MARKET","3939 TRACY ","LOS ANGELES","SHOPPING MALLS"
01/16/2021,"VICTORY TAE KWON DO USA","3103 COLIMA RD ","HACIENDA HEIGHTS","GYMS AND FITNESS CENTERS (NO POOL)"
01/16/2021,"MARICELA'S FURNITURE","15554 ARROW HWY ","IRWINDALE","RETAIL SALES"
01/16/2021,"ALAMEDA SWAP MEET","4501 S ALAMEDA ST ","LOS ANGELES","SHOPPING MALLS"
01/15/2021,"EIGHTH & RAIL","22505 8TH ST ","NEWHALL","RESTAURANT (0-30) SEATS LOW RISK"
01/15/2021,"ROSE GARDEN BARBER SHOP","17300 SATICOY ST ","VAN NUYS","HAIR SALONS/ BARBERSHOPS"
01/15/2021,"RIVIERA VILLAGE PIZZA","1725 S CATALINA AVE","REDONDO BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/15/2021,"FLYIN FIN SUSHI AND SEAFOOD","1727 S CATALINA AVE","REDONDO BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/15/2021,"THE KING CIGAR LOUNGE","1117 S HOPE ST ","LOS ANGELES","TOBACCO SHOPS"
01/15/2021,"THE HOOK & PLOW","1729 S CATALINA AVE","REDONDO BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/15/2021,"ERIC'S BARBERSHOP","1625 FLORENCE AVE ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
01/15/2021,"BUSSARD'S ALL PRO AUTOMOTIVE CENTER","5312 YORK BLVD ","LOS ANGELES","LIMITED SERVICES"
01/15/2021,"HAIR TECH 2000","823 WEST LAS TUNAS DRIVE ","SAN GABRIEL","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/15/2021,"HYPARD TRADING","14218 NELSON AVE ","CITY OF INDUSTRY","OFFICE SITES"
01/15/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/15/2021,"NAIL 45","21608 VENTURA BLVD. ","WOODLAND HILLS","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/15/2021,"TURQUIOSE                     ","1735 S CATALINA AVE ","REDONDO BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/15/2021,"SEAWEED","3450 W 6TH ST UNIT 107","LOS ANGELES","RESTAURANT (0-30) SEATS HIGH RISK"
01/15/2021,"VIOLET NAILS","20111 ROSCOE ","WINNETKA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/15/2021,"NAIL PARADISE","900 W GLENOAKS ","GLENDALE","HAIR SALONS/ BARBERSHOPS"
01/15/2021,"BARACOA  LOUNGE","853 AUTO CENTER DR # F","PALMDALE","RESTAURANT (31-60) SEATS HIGH RISK"
01/15/2021,"JOHN'S BARBER SHOP","19317 SOLEDAD CANYON RD ","CANYON COUNTRY","HAIR SALONS/ BARBERSHOPS"
01/15/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/14/2021,"KOTE DAEJI","14816 S BEACH BLVD","LA MIRADA","RESTAURANT (61-150) SEATS HIGH RISK"
01/14/2021,"BARNACLES BAR&GRILL","837 HERMOSA AVE ","HERMOSA BEACH","RESTAURANT (31-60) SEATS HIGH RISK"
01/14/2021,"THE CROWS NEST SPORTS GRILLE","7279 FOOTHILL BLVD","TUJUNGA","RESTAURANT (61-150) SEATS HIGH RISK"
01/14/2021,"THE NAIL FORUM","24931 PICO CANYON RD ","STEVENSON RANCH","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/14/2021,"NAIL TIME","10938 MAGNOLIA BLVD ","NORTH HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/14/2021,"SOUTH PARK CENTER","1149 S. HILL STREET ","LOS ANGELES","OFFICE SITES"
01/14/2021,"NU MATICS SPORTS COMPLEX ALL STAR CHEER","120 E LEMON AVE D ","MONROVIA","GYMS AND FITNESS CENTERS (NO POOL)"
01/14/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/14/2021,"THE HIDDEN RIVER LA","343 N LA BREA AVE ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
01/14/2021,"BLACK STAR BURGER","351 N FAIRFAX AVE","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
01/14/2021,"ANYTIME FITNESS","2217 HUNTINGTON DR ","DUARTE","GYMS AND FITNESS CENTERS (NO POOL)"
01/14/2021,"BEUL","3819 W 6TH ST","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
01/14/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/14/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/14/2021,"FADE LA BARBERSHOP","13324 BURBANK BLVD ","SHERMAN OAKS","HAIR SALONS/ BARBERSHOPS"
01/13/2021,"SALON CREER AND SPA","1813 W GLENOAKS BLVD ","GLENDALE","HAIR SALONS/ BARBERSHOPS"
01/13/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/13/2021,"KAYA EYEBROW THREADING","13437 TELEGRAPH RD ","WHITTIER","HAIR SALONS/ BARBERSHOPS"
01/13/2021,"THE PIZZA PLACE             ","170 E BONITA AVE ","SAN DIMAS","RESTAURANT (31-60) SEATS HIGH RISK"
01/13/2021,"WORLD GYM","6656 FOOTHILL BLVD ","TUJUNGA","GYMS AND FITNESS CENTERS (NO POOL)"
01/13/2021,"LA DONA TAQUERIA Y COCTELERIA","1015 WALL ST STE 123","LOS ANGELES","RESTAURANT (0-30) SEATS HIGH RISK"
01/13/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/13/2021,"PALM BEACH TAN","8636 WILSHIRE BLVD. ","BEVERLY HILLS","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/13/2021,"NEW HARVEST CHURCH/ CHRISTIAN SCHOOL","11364 IMPERIAL HWY ","NORWALK","PUBLIC / PRIVATE SCHOOLS"
01/13/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/13/2021,"SPORT CLUB A V","1020 COMMERCE CENTER DR ","LANCASTER","PUBLIC SWIMMING POOL HIGH RISK ADDITIONAL"
01/13/2021,"FIVE STAR SEAFOOD RESTAURANT","140 W VALLEY BLVD STE #D4","SAN GABRIEL","RESTAURANT (151 + ) SEATS HIGH RISK"
01/13/2021,"LONDON GASTROPUB            ","419 S MYRTLE AVE ","MONROVIA","RESTAURANT (31-60) SEATS HIGH RISK"
01/13/2021,"ATHLETIC SOCIETY - WEST VALLEY","22235 SHERMAN WAY ","CANOGA PARK","GYMS AND FITNESS CENTERS (NO POOL)"
01/13/2021,"MADHOUSE GAINS ASYLUM","4901 PATATA ST SUITE #108 ","CUDAHY","GYMS AND FITNESS CENTERS (NO POOL)"
01/13/2021,"CAFE RICH","3277 N SAN FERNANDO RD","LOS ANGELES","RESTAURANT (0-30) SEATS HIGH RISK"
01/13/2021,"HARDCORE FITNESS","20715 CENTRE POINTE PKWY, UNITB ","SANTA CLARITA","GYMS AND FITNESS CENTERS (NO POOL)"
01/13/2021,"PALM BEACH TAN","8715 SANTA MONICA BLVD ","W. HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/12/2021,"KAY THREADING INC","1807 N HACIENDA BLVD ","LA PUENTE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/12/2021,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
01/12/2021,"JET NAIL AND SPA","4019 LINCOLN BLVD ","MARINA DEL REY","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/12/2021,"COSTA'S FAMILY RESTAURANT","851 E SAN BERNARDINO RD","COVINA","RESTAURANT (151 + ) SEATS HIGH RISK"
01/12/2021,"BEVERLY HILLS PLAYHOUSE","254 S ROBERTSON BLVD ","BEVERLY HILLS","THEATER/DRIVE-IN"
01/12/2021,"BLUSH NAIL BAR","12125 MAGNOLIA BLF ","NORTH HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/12/2021,"NOVO CAFE","30770 RUSSELL RANCH RD # G","WESTLAKE VILLAGE","RESTAURANT (151 + ) SEATS HIGH RISK"
01/12/2021,"BLUSH NAIL BAR","12125 MAGNOLIA BLF ","NORTH HOLLYWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
01/12/2021,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
01/11/2021,"AZTEC CIGAR LOUNGE","301 W FOOTHILL BLVD ","MONROVIA","UNREGULATED FACILITY (COVID-19 HOO)"
01/11/2021,"FORD HOTEL","1000 E 7TH ST ","LOS ANGELES","HOTEL (101 + ) ROOMS"
01/11/2021,"WHITTWOOD NAILS","15334 WHITTIER BLVD #9 ","WHITTIER","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
